lang,century_ah,death_ah,author_uri,author_translit,author_name,book_uri,title_translit,title_ar,genre_tags,n_versions,version_ids,version_files,book_path,book_yml,tafsir_flag,tafsir_reason
AR,25,1,0001AbuTalibCabdManaf,AbuTalibCabdManaf,Ibn Fulān al-Fulānī,0001AbuTalibCabdManaf.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007501-ara1 | ShamAY0037822-ara1,0001AbuTalibCabdManaf.Diwan.JK007501-ara1 | 0001AbuTalibCabdManaf.Diwan.ShamAY0037822-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001AbuTalibCabdManaf/0001AbuTalibCabdManaf.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001AbuTalibCabdManaf/0001AbuTalibCabdManaf.Diwan/0001AbuTalibCabdManaf.Diwan.yml,0,
AR,25,1,0001AwsIbnHajar,AwsIbnHajar,Ibn Fulān al-Fulānī,0001AwsIbnHajar.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007502-ara1 | ShamAY0037914-ara1,0001AwsIbnHajar.Diwan.JK007502-ara1 | 0001AwsIbnHajar.Diwan.ShamAY0037914-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001AwsIbnHajar/0001AwsIbnHajar.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001AwsIbnHajar/0001AwsIbnHajar.Diwan/0001AwsIbnHajar.Diwan.yml,0,
AR,25,1,0001CalqamaFahl,CalqamaFahl,Ibn Fulān al-Fulānī,0001CalqamaFahl.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007522-ara1 | ShamAY0037936-ara1,0001CalqamaFahl.Diwan.JK007522-ara1 | 0001CalqamaFahl.Diwan.ShamAY0037936-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CalqamaFahl/0001CalqamaFahl.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CalqamaFahl/0001CalqamaFahl.Diwan/0001CalqamaFahl.Diwan.yml,0,
AR,25,1,0001CamrIbnKulthum,CamrIbnKulthum,Ibn Fulān al-Fulānī,0001CamrIbnKulthum.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007524-ara1 | ShamAY0037904-ara1,0001CamrIbnKulthum.Diwan.JK007524-ara1 | 0001CamrIbnKulthum.Diwan.ShamAY0037904-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CamrIbnKulthum/0001CamrIbnKulthum.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CamrIbnKulthum/0001CamrIbnKulthum.Diwan/0001CamrIbnKulthum.Diwan.yml,0,
AR,25,1,0001CamrIbnKulthum,CamrIbnKulthum,Ibn Fulān al-Fulānī,0001CamrIbnKulthum.Mucallaqa,Mucallaqa,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",1,ShamAY0038526-ara1,0001CamrIbnKulthum.Mucallaqa.ShamAY0038526-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CamrIbnKulthum/0001CamrIbnKulthum.Mucallaqa,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CamrIbnKulthum/0001CamrIbnKulthum.Mucallaqa/0001CamrIbnKulthum.Mucallaqa.yml,0,
AR,25,1,0001CamrIbnMalik,CamrIbnMalik,Ibn Fulān al-Fulānī,0001CamrIbnMalik.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",1,JK007525-ara1,0001CamrIbnMalik.Diwan.JK007525-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CamrIbnMalik/0001CamrIbnMalik.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CamrIbnMalik/0001CamrIbnMalik.Diwan/0001CamrIbnMalik.Diwan.yml,0,
AR,25,1,0001CamrIbnQumaya,CamrIbnQumaya,Ibn Fulān al-Fulānī,0001CamrIbnQumaya.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007523-ara1 | ShamAY0037903-ara1,0001CamrIbnQumaya.Diwan.JK007523-ara1 | 0001CamrIbnQumaya.Diwan.ShamAY0037903-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CamrIbnQumaya/0001CamrIbnQumaya.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CamrIbnQumaya/0001CamrIbnQumaya.Diwan/0001CamrIbnQumaya.Diwan.yml,0,
AR,25,1,0001CantaraIbnShaddad,CantaraIbnShaddad,Ibn Fulān al-Fulānī,0001CantaraIbnShaddad.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",3,JK007526-ara1 | LAL2018100901-ara2 | ShamAY0037906-ara1,0001CantaraIbnShaddad.Diwan.JK007526-ara1 | 0001CantaraIbnShaddad.Diwan.LAL2018100901-ara2 | 0001CantaraIbnShaddad.Diwan.ShamAY0037906-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Diwan/0001CantaraIbnShaddad.Diwan.yml,0,
AR,25,1,0001CantaraIbnShaddad,CantaraIbnShaddad,Ibn Fulān al-Fulānī,0001CantaraIbnShaddad.Mucallaqa,Mucallaqa,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",1,ShamAY0038527-ara1,0001CantaraIbnShaddad.Mucallaqa.ShamAY0038527-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Mucallaqa,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CantaraIbnShaddad/0001CantaraIbnShaddad.Mucallaqa/0001CantaraIbnShaddad.Mucallaqa.yml,0,
AR,25,1,0001CurwaIbnWard,CurwaIbnWard,Ibn Fulān al-Fulānī,0001CurwaIbnWard.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007521-ara1 | ShamAY0037959-ara1,0001CurwaIbnWard.Diwan.JK007521-ara1 | 0001CurwaIbnWard.Diwan.ShamAY0037959-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CurwaIbnWard/0001CurwaIbnWard.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001CurwaIbnWard/0001CurwaIbnWard.Diwan/0001CurwaIbnWard.Diwan.yml,0,
AR,25,1,0001HajibIbnMudallil,HajibIbnMudallil,Ibn Fulān al-Fulānī,0001HajibIbnMudallil.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",1,JK007515-ara1,0001HajibIbnMudallil.Diwan.JK007515-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001HajibIbnMudallil/0001HajibIbnMudallil.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001HajibIbnMudallil/0001HajibIbnMudallil.Diwan/0001HajibIbnMudallil.Diwan.yml,0,
AR,25,1,0001HarithIbnHilliza,HarithIbnHilliza,Ibn Fulān al-Fulānī,0001HarithIbnHilliza.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007505-ara1 | ShamAY0037848-ara1,0001HarithIbnHilliza.Diwan.JK007505-ara1 | 0001HarithIbnHilliza.Diwan.ShamAY0037848-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001HarithIbnHilliza/0001HarithIbnHilliza.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001HarithIbnHilliza/0001HarithIbnHilliza.Diwan/0001HarithIbnHilliza.Diwan.yml,0,
AR,25,1,0001HarithIbnHilliza,HarithIbnHilliza,Ibn Fulān al-Fulānī,0001HarithIbnHilliza.Mucallaqa,Mucallaqa,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",1,ShamAY0038524-ara1,0001HarithIbnHilliza.Mucallaqa.ShamAY0038524-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001HarithIbnHilliza/0001HarithIbnHilliza.Mucallaqa,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001HarithIbnHilliza/0001HarithIbnHilliza.Mucallaqa/0001HarithIbnHilliza.Mucallaqa.yml,0,
AR,25,1,0001HatimTai,HatimTai,Ibn Fulān al-Fulānī,0001HatimTai.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007514-ara1 | ShamAY0037913-ara1,0001HatimTai.Diwan.JK007514-ara1 | 0001HatimTai.Diwan.ShamAY0037913-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001HatimTai/0001HatimTai.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001HatimTai/0001HatimTai.Diwan/0001HatimTai.Diwan.yml,0,
AR,25,1,0001ImruQaysIbnHujr,ImruQaysIbnHujr,Ibn Fulān al-Fulānī,0001ImruQaysIbnHujr.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007512-ara1 | Shamela0027112-ara1,0001ImruQaysIbnHujr.Diwan.JK007512-ara1 | 0001ImruQaysIbnHujr.Diwan.Shamela0027112-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001ImruQaysIbnHujr/0001ImruQaysIbnHujr.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001ImruQaysIbnHujr/0001ImruQaysIbnHujr.Diwan/0001ImruQaysIbnHujr.Diwan.yml,0,
AR,25,1,0001LaqitIbnYacmur,LaqitIbnYacmur,Ibn Fulān al-Fulānī,0001LaqitIbnYacmur.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007528-ara1 | ShamAY0037835-ara1,0001LaqitIbnYacmur.Diwan.JK007528-ara1 | 0001LaqitIbnYacmur.Diwan.ShamAY0037835-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001LaqitIbnYacmur/0001LaqitIbnYacmur.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001LaqitIbnYacmur/0001LaqitIbnYacmur.Diwan/0001LaqitIbnYacmur.Diwan.yml,0,
AR,25,1,0001MuhalhilIbnRabica,MuhalhilIbnRabica,Ibn Fulān al-Fulānī,0001MuhalhilIbnRabica.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007529-ara1 | ShamAY0037862-ara1,0001MuhalhilIbnRabica.Diwan.JK007529-ara1 | 0001MuhalhilIbnRabica.Diwan.ShamAY0037862-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001MuhalhilIbnRabica/0001MuhalhilIbnRabica.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001MuhalhilIbnRabica/0001MuhalhilIbnRabica.Diwan/0001MuhalhilIbnRabica.Diwan.yml,0,
AR,25,1,0001MuthaqqibCabdi,MuthaqqibCabdi,Ibn Fulān al-Fulānī,0001MuthaqqibCabdi.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007510-ara1 | ShamAY0037895-ara1,0001MuthaqqibCabdi.Diwan.JK007510-ara1 | 0001MuthaqqibCabdi.Diwan.ShamAY0037895-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001MuthaqqibCabdi/0001MuthaqqibCabdi.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001MuthaqqibCabdi/0001MuthaqqibCabdi.Diwan/0001MuthaqqibCabdi.Diwan.yml,0,
AR,25,1,0001NabighaDhubyani,NabighaDhubyani,Ibn Fulān al-Fulānī,0001NabighaDhubyani.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007511-ara1 | ShamAY0037896-ara1,0001NabighaDhubyani.Diwan.JK007511-ara1 | 0001NabighaDhubyani.Diwan.ShamAY0037896-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001NabighaDhubyani/0001NabighaDhubyani.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001NabighaDhubyani/0001NabighaDhubyani.Diwan/0001NabighaDhubyani.Diwan.yml,0,
AR,25,1,0001QaysIbnKhatim,QaysIbnKhatim,Ibn Fulān al-Fulānī,0001QaysIbnKhatim.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007527-ara1 | ShamAY0037907-ara1,0001QaysIbnKhatim.Diwan.JK007527-ara1 | 0001QaysIbnKhatim.Diwan.ShamAY0037907-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001QaysIbnKhatim/0001QaysIbnKhatim.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001QaysIbnKhatim/0001QaysIbnKhatim.Diwan/0001QaysIbnKhatim.Diwan.yml,0,
AR,25,1,0001Quran,Quran,al-Qurʾān,0001Quran.Mushaf,Mushaf,al-Qurān,"src@keyword, src@keyword, src@keyword",3,QuranAnalysis001-ara1 | Shia000001-ara1 | Tanzil001-ara1,0001Quran.Mushaf.QuranAnalysis001-ara1.mARkdown | 0001Quran.Mushaf.Shia000001-ara1.mARkdown | 0001Quran.Mushaf.Tanzil001-ara1.mARkdown,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001Quran/0001Quran.Mushaf,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001Quran/0001Quran.Mushaf/0001Quran.Mushaf.yml,0,
AR,25,1,0001SalamaIbnJandal,SalamaIbnJandal,Ibn Fulān al-Fulānī,0001SalamaIbnJandal.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007517-ara1 | ShamAY0037950-ara1,0001SalamaIbnJandal.Diwan.JK007517-ara1 | 0001SalamaIbnJandal.Diwan.ShamAY0037950-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001SalamaIbnJandal/0001SalamaIbnJandal.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001SalamaIbnJandal/0001SalamaIbnJandal.Diwan/0001SalamaIbnJandal.Diwan.yml,0,
AR,25,1,0001SamawalIbnCadiya,SamawalIbnCadiya,Ibn Fulān al-Fulānī,0001SamawalIbnCadiya.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007508-ara1 | ShamAY0037887-ara1,0001SamawalIbnCadiya.Diwan.JK007508-ara1 | 0001SamawalIbnCadiya.Diwan.ShamAY0037887-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001SamawalIbnCadiya/0001SamawalIbnCadiya.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001SamawalIbnCadiya/0001SamawalIbnCadiya.Diwan/0001SamawalIbnCadiya.Diwan.yml,0,
AR,25,1,0001Shanfara,Shanfara,Ibn Fulān al-Fulānī,0001Shanfara.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007509-ara1 | ShamAY0037893-ara1,0001Shanfara.Diwan.JK007509-ara1 | 0001Shanfara.Diwan.ShamAY0037893-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001Shanfara/0001Shanfara.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001Shanfara/0001Shanfara.Diwan/0001Shanfara.Diwan.yml,0,
AR,25,1,0001SulaykIbnSulaka,SulaykIbnSulaka,Ibn Fulān al-Fulānī,0001SulaykIbnSulaka.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007507-ara1 | ShamAY0037886-ara1,0001SulaykIbnSulaka.Diwan.JK007507-ara1 | 0001SulaykIbnSulaka.Diwan.ShamAY0037886-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001SulaykIbnSulaka/0001SulaykIbnSulaka.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001SulaykIbnSulaka/0001SulaykIbnSulaka.Diwan/0001SulaykIbnSulaka.Diwan.yml,0,
AR,25,1,0001TaabbataSharran,TaabbataSharran,Ibn Fulān al-Fulānī,0001TaabbataSharran.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007513-ara1 | ShamAY0037943-ara1,0001TaabbataSharran.Diwan.JK007513-ara1 | 0001TaabbataSharran.Diwan.ShamAY0037943-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001TaabbataSharran/0001TaabbataSharran.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001TaabbataSharran/0001TaabbataSharran.Diwan/0001TaabbataSharran.Diwan.yml,0,
AR,25,1,0001TarafaIbnCabd,TarafaIbnCabd,Ibn Fulān al-Fulānī,0001TarafaIbnCabd.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007518-ara2 | Shamela0036422-ara1,0001TarafaIbnCabd.Diwan.JK007518-ara2 | 0001TarafaIbnCabd.Diwan.Shamela0036422-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001TarafaIbnCabd/0001TarafaIbnCabd.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001TarafaIbnCabd/0001TarafaIbnCabd.Diwan/0001TarafaIbnCabd.Diwan.yml,0,
AR,25,1,0001TufaylGhanawi,TufaylGhanawi,Ibn Fulān al-Fulānī,0001TufaylGhanawi.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007519-ara1 | ShamAY0037934-ara1,0001TufaylGhanawi.Diwan.JK007519-ara1 | 0001TufaylGhanawi.Diwan.ShamAY0037934-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001TufaylGhanawi/0001TufaylGhanawi.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001TufaylGhanawi/0001TufaylGhanawi.Diwan/0001TufaylGhanawi.Diwan.yml,0,
AR,25,1,0001ZuhayrIbnAbiSulma,ZuhayrIbnAbiSulma,Ibn Fulān al-Fulānī,0001ZuhayrIbnAbiSulma.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007516-ara1 | ShamAY0037933-ara1,0001ZuhayrIbnAbiSulma.Diwan.JK007516-ara1 | 0001ZuhayrIbnAbiSulma.Diwan.ShamAY0037933-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001ZuhayrIbnAbiSulma/0001ZuhayrIbnAbiSulma.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001ZuhayrIbnAbiSulma/0001ZuhayrIbnAbiSulma.Diwan/0001ZuhayrIbnAbiSulma.Diwan.yml,0,
AR,25,1,0001ZuhayrIbnAbiSulma,ZuhayrIbnAbiSulma,Ibn Fulān al-Fulānī,0001ZuhayrIbnAbiSulma.Mucallaqa,Mucallaqa,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",1,ShamAY0038525-ara1,0001ZuhayrIbnAbiSulma.Mucallaqa.ShamAY0038525-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001ZuhayrIbnAbiSulma/0001ZuhayrIbnAbiSulma.Mucallaqa,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0001ZuhayrIbnAbiSulma/0001ZuhayrIbnAbiSulma.Mucallaqa/0001ZuhayrIbnAbiSulma.Mucallaqa.yml,0,
AR,25,5,0005Hadira,Hadira,Ibn Fulān al-Fulānī,0005Hadira.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007504-ara1 | ShamAY0037847-ara1,0005Hadira.Diwan.JK007504-ara1 | 0005Hadira.Diwan.ShamAY0037847-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0005Hadira/0005Hadira.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0005Hadira/0005Hadira.Diwan/0005Hadira.Diwan.yml,0,
AR,25,7,0007MaymunIbnQaysAcsha,MaymunIbnQaysAcsha,Ibn Fulān al-Fulānī,0007MaymunIbnQaysAcsha.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",1,JK007503-ara1,0007MaymunIbnQaysAcsha.Diwan.JK007503-ara1.completed,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0007MaymunIbnQaysAcsha/0007MaymunIbnQaysAcsha.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0007MaymunIbnQaysAcsha/0007MaymunIbnQaysAcsha.Diwan/0007MaymunIbnQaysAcsha.Diwan.yml,0,
AR,25,11,0011CamirIbnTufayl,CamirIbnTufayl,Ibn Fulān al-Fulānī,0011CamirIbnTufayl.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007520-ara1 | Sham19Y0149871-ara1,0011CamirIbnTufayl.Diwan.JK007520-ara1 | 0011CamirIbnTufayl.Diwan.Sham19Y0149871-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0011CamirIbnTufayl/0011CamirIbnTufayl.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0011CamirIbnTufayl/0011CamirIbnTufayl.Diwan/0011CamirIbnTufayl.Diwan.yml,0,
AR,25,21,0021CamrZubaydi,CamrZubaydi,Ibn Fulān al-Fulānī,0021CamrZubaydi.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007536-ara1 | ShamAY0037905-ara1,0021CamrZubaydi.Diwan.JK007536-ara1 | 0021CamrZubaydi.Diwan.ShamAY0037905-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0021CamrZubaydi/0021CamrZubaydi.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0021CamrZubaydi/0021CamrZubaydi.Diwan/0021CamrZubaydi.Diwan.yml,0,
AR,25,22,0022ShammakhIbnDirar,ShammakhIbnDirar,Ibn Fulān al-Fulānī,0022ShammakhIbnDirar.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007533-ara1 | ShamAY0037892-ara1,0022ShammakhIbnDirar.Diwan.JK007533-ara1 | 0022ShammakhIbnDirar.Diwan.ShamAY0037892-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0022ShammakhIbnDirar/0022ShammakhIbnDirar.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0022ShammakhIbnDirar/0022ShammakhIbnDirar.Diwan/0022ShammakhIbnDirar.Diwan.yml,0,
AR,25,24,0024TumadirBinCamrKhansa,TumadirBinCamrKhansa,Ibn Fulān al-Fulānī,0024TumadirBinCamrKhansa.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007532-ara1 | ShamAY0037828-ara1,0024TumadirBinCamrKhansa.Diwan.JK007532-ara1 | 0024TumadirBinCamrKhansa.Diwan.ShamAY0037828-ara1,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0024TumadirBinCamrKhansa/0024TumadirBinCamrKhansa.Diwan,/Volumes/LaCie/openiti_corpus/AR/0025AH/data/0024TumadirBinCamrKhansa/0024TumadirBinCamrKhansa.Diwan/0024TumadirBinCamrKhansa.Diwan.yml,0,
AR,50,26,0026KacbIbnZuhayr,KacbIbnZuhayr,Ibn Fulān al-Fulānī,0026KacbIbnZuhayr.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007537-ara1 | ShamAY0037833-ara1,0026KacbIbnZuhayr.Diwan.JK007537-ara1 | 0026KacbIbnZuhayr.Diwan.ShamAY0037833-ara1,/Volumes/LaCie/openiti_corpus/AR/0050AH/data/0026KacbIbnZuhayr/0026KacbIbnZuhayr.Diwan,/Volumes/LaCie/openiti_corpus/AR/0050AH/data/0026KacbIbnZuhayr/0026KacbIbnZuhayr.Diwan/0026KacbIbnZuhayr.Diwan.yml,0,
AR,50,30,0030CurwaIbnHizam,CurwaIbnHizam,Ibn Fulān al-Fulānī,0030CurwaIbnHizam.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007555-ara1 | ShamAY0037960-ara1,0030CurwaIbnHizam.Diwan.JK007555-ara1 | 0030CurwaIbnHizam.Diwan.ShamAY0037960-ara1,/Volumes/LaCie/openiti_corpus/AR/0050AH/data/0030CurwaIbnHizam/0030CurwaIbnHizam.Diwan,/Volumes/LaCie/openiti_corpus/AR/0050AH/data/0030CurwaIbnHizam/0030CurwaIbnHizam.Diwan/0030CurwaIbnHizam.Diwan.yml,0,
AR,50,37,0037IbnMuqbil,IbnMuqbil,Ibn Fulān al-Fulānī,0037IbnMuqbil.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007530-ara1 | ShamAY0037879-ara1,0037IbnMuqbil.Diwan.JK007530-ara1 | 0037IbnMuqbil.Diwan.ShamAY0037879-ara1,/Volumes/LaCie/openiti_corpus/AR/0050AH/data/0037IbnMuqbil/0037IbnMuqbil.Diwan,/Volumes/LaCie/openiti_corpus/AR/0050AH/data/0037IbnMuqbil/0037IbnMuqbil.Diwan/0037IbnMuqbil.Diwan.yml,0,
AR,50,40,0040CaliIbnAbiTalib,CaliIbnAbiTalib,Ibn Fulān al-Fulānī,0040CaliIbnAbiTalib.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007540-ara1 | ShamAY0037911-ara1,0040CaliIbnAbiTalib.Diwan.JK007540-ara1 | 0040CaliIbnAbiTalib.Diwan.ShamAY0037911-ara1,/Volumes/LaCie/openiti_corpus/AR/0050AH/data/0040CaliIbnAbiTalib/0040CaliIbnAbiTalib.Diwan,/Volumes/LaCie/openiti_corpus/AR/0050AH/data/0040CaliIbnAbiTalib/0040CaliIbnAbiTalib.Diwan/0040CaliIbnAbiTalib.Diwan.yml,0,
AR,50,41,0041LabidIbnRabica,LabidIbnRabica,Ibn Fulān al-Fulānī,0041LabidIbnRabica.Diwan,Diwan,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",2,JK007538-ara2 | Shamela0035077-ara1,0041LabidIbnRabica.Diwan.JK007538-ara2 | 0041LabidIbnRabica.Diwan.Shamela0035077-ara1,/Volumes/LaCie/openiti_corpus/AR/0050AH/data/0041LabidIbnRabica/0041LabidIbnRabica.Diwan,/Volumes/LaCie/openiti_corpus/AR/0050AH/data/0041LabidIbnRabica/0041LabidIbnRabica.Diwan/0041LabidIbnRabica.Diwan.yml,0,
AR,50,41,0041LabidIbnRabica,LabidIbnRabica,Ibn Fulān al-Fulānī,0041LabidIbnRabica.Mucallaqa,Mucallaqa,Kitāb al-Muʾallif,"src@keyword, src@keyword, src@keyword",1,ShamAY0038523-ara1,0041LabidIbnRabica.Mucallaqa.ShamAY0038523-ara1,/Volumes/LaCie/openiti_corpus/AR/0050AH/data/0041LabidIbnRabica/0041LabidIbnRabica.Mucallaqa,/Volumes/LaCie/openiti_corpus/AR/0050AH/data/0041LabidIbnRabica/0041LabidIbnRabica.Mucallaqa/0041LabidIbnRabica.Mucallaqa.yml,0,
